target_id	length	eff_length	est_counts	tpm
TRINITY_DN210_c0_g2_i1	1521	1335.41	6	1.67451
TRINITY_DN291_c0_g1_i2	1861	1675.41	42	9.34285
TRINITY_DN255_c0_g1_i1	1703	1517.41	83	20.3857
TRINITY_DN255_c0_g2_i1	1086	900.411	37	15.3148
TRINITY_DN238_c0_g1_i1	1101	915.411	79	32.1634
TRINITY_DN264_c0_g1_i1	889	703.411	0	0
TRINITY_DN208_c0_g1_i1	243	91.2252	6	24.5125
TRINITY_DN276_c0_g1_i1	574	389.633	26.6858	25.5256
TRINITY_DN276_c0_g1_i2	1312	1126.41	1821.31	602.615
TRINITY_DN217_c0_g1_i2	592	407.514	4.90938	4.48989
TRINITY_DN217_c0_g1_i3	536	352.339	5.09062	5.3847
TRINITY_DN272_c0_g1_i1	301	135.911	29	79.5236
TRINITY_DN272_c0_g2_i1	825	639.477	169	98.4948
TRINITY_DN279_c0_g1_i5	1379	1193.41	27.8327	8.69193
TRINITY_DN279_c0_g1_i2	1491	1305.41	3.16735	0.904274
TRINITY_DN279_c0_g1_i3	358	184.669	0	0
TRINITY_DN215_c0_g1_i1	1977	1791.41	283	58.8766
TRINITY_DN222_c0_g1_i1	1077	891.411	24	10.0342
TRINITY_DN239_c0_g1_i1	273	113.671	2	6.55742
TRINITY_DN244_c0_g1_i1	705	519.7	327	234.502
TRINITY_DN299_c0_g1_i1	1780	1594.41	32	7.47999
TRINITY_DN248_c0_g1_i1	2359	2173.41	86	14.7472
TRINITY_DN285_c0_g1_i1	315	147.68	1	2.52365
TRINITY_DN203_c0_g1_i1	881	695.411	0	0
TRINITY_DN296_c0_g1_i1	1752	1566.41	766	182.253
TRINITY_DN229_c0_g1_i1	1462	1276.41	341	99.567
TRINITY_DN229_c0_g2_i1	1557	1371.41	455	123.65
TRINITY_DN282_c0_g1_i1	318	150.117	0	0
TRINITY_DN252_c0_g1_i2	2056	1870.41	133	26.5012
TRINITY_DN256_c0_g1_i1	321	152.692	5	12.2041
TRINITY_DN256_c0_g2_i1	383	206.871	11	19.8173
TRINITY_DN294_c0_g1_i1	966	780.411	0	0
TRINITY_DN258_c0_g1_i1	823	637.477	260	152.006
TRINITY_DN263_c0_g1_i1	335	164.65	1	2.26355
TRINITY_DN204_c0_g1_i1	827	641.477	44	25.5637
TRINITY_DN251_c0_g1_i1	2452	2266.41	86	14.142
TRINITY_DN274_c0_g1_i1	339	168.084	0	0
TRINITY_DN274_c0_g1_i2	743	557.537	0	0
TRINITY_DN274_c0_g1_i3	539	355.339	0	0
TRINITY_DN274_c0_g2_i1	243	91.2252	0	0
TRINITY_DN224_c0_g1_i1	446	265.506	6	8.42226
TRINITY_DN224_c0_g2_i1	761	575.537	19	12.3036
TRINITY_DN262_c0_g1_i1	856	670.411	233.685	129.909
TRINITY_DN262_c0_g1_i2	374	198.958	13.3155	24.9429
TRINITY_DN261_c0_g1_i1	1659	1473.41	16	4.04713
TRINITY_DN226_c0_g1_i2	1248	1062.41	45	15.786
TRINITY_DN226_c0_g2_i1	1291	1105.41	29	9.77745
TRINITY_DN265_c0_g1_i1	815	629.477	4	2.36827
TRINITY_DN223_c0_g1_i1	1389	1203.41	129	39.951
TRINITY_DN253_c0_g1_i1	369	194.306	6	11.5084
TRINITY_DN284_c0_g1_i1	205	64.1594	0	0
TRINITY_DN218_c0_g1_i1	1286	1100.41	13	4.40291
TRINITY_DN218_c0_g2_i1	594	409.514	6	5.46052
TRINITY_DN218_c0_g3_i1	261	104.546	1	3.56488
TRINITY_DN295_c0_g1_i1	748	562.537	56	37.1013
TRINITY_DN225_c0_g1_i1	423	243.845	0	0
TRINITY_DN227_c0_g1_i1	298	133.715	4	11.1489
TRINITY_DN269_c0_g1_i2	1627	1441.41	580	149.966
TRINITY_DN221_c0_g1_i1	2241	2055.41	874	158.476
TRINITY_DN235_c1_g1_i1	349	176.826	0	0
TRINITY_DN235_c0_g1_i1	584	399.554	0	0
TRINITY_DN231_c0_g1_i1	352	179.375	0	0
TRINITY_DN200_c0_g1_i1	958	772.411	11.3705	5.48635
TRINITY_DN200_c0_g1_i2	928	742.411	371.629	186.559
TRINITY_DN205_c0_g1_i1	1572	1386.41	230	61.8283
TRINITY_DN297_c0_g1_i1	337	166.351	0	0
TRINITY_DN297_c0_g1_i2	303	137.535	0	0
TRINITY_DN243_c0_g1_i1	626	441.13	4	3.37944
TRINITY_DN243_c0_g2_i1	3182	2996.41	44	5.47272
TRINITY_DN213_c0_g1_i2	1024	838.411	105	46.675
TRINITY_DN233_c0_g1_i1	414	235.678	0	0
TRINITY_DN278_c0_g1_i1	1193	1007.41	35	12.9483
TRINITY_DN281_c0_g1_i1	575	390.633	693.953	662.083
TRINITY_DN230_c0_g1_i1	218	73.127	0	0
TRINITY_DN286_c0_g1_i1	380	204.126	0	0
TRINITY_DN286_c0_g2_i1	925	739.411	1	0.504041
TRINITY_DN249_c0_g1_i2	208	66.1803	0	0
TRINITY_DN249_c0_g1_i3	676	490.849	3	2.27785
TRINITY_DN245_c0_g1_i2	983	797.411	1	0.467379
TRINITY_DN220_c0_g1_i1	740	554.537	175	117.614
TRINITY_DN207_c0_g1_i2	919	733.411	12	6.09797
TRINITY_DN267_c0_g1_i1	331	161.346	1	2.30991
TRINITY_DN259_c0_g1_i2	1069	883.411	5	2.1094
TRINITY_DN237_c0_g1_i1	864	678.411	20	10.9872
TRINITY_DN228_c0_g1_i1	317	149.214	2	4.99543
TRINITY_DN228_c0_g2_i1	463	281.844	151	199.674
TRINITY_DN293_c0_g1_i1	215	71.066	9	47.199
TRINITY_DN293_c0_g2_i1	748	562.537	69	45.7141
TRINITY_DN283_c0_g1_i2	699	513.7	245	177.75
TRINITY_DN211_c0_g1_i1	2050	1864.41	113	22.5886
TRINITY_DN219_c0_g1_i1	1363	1177.41	13	4.11497
TRINITY_DN289_c0_g1_i1	314	146.952	48.9635	124.179
TRINITY_DN289_c0_g1_i3	521	337.651	1.03652	1.14409
TRINITY_DN257_c0_g1_i1	1836	1650.41	931	210.237
TRINITY_DN268_c0_g1_i1	301	135.911	2	5.48439
TRINITY_DN268_c0_g1_i2	1248	1062.41	171	59.9867
TRINITY_DN260_c0_g1_i1	1211	1025.41	269	97.7701
TRINITY_DN206_c0_g1_i1	763	577.537	550	354.924
TRINITY_DN206_c0_g2_i1	308	141.753	1	2.62917
TRINITY_DN273_c0_g1_i1	994	808.411	30	13.8306
TRINITY_DN236_c0_g1_i2	1073	887.411	1145	480.875
TRINITY_DN292_c0_g1_i1	1011	825.411	28	12.6427
TRINITY_DN292_c0_g1_i2	465	283.758	0	0
TRINITY_DN209_c0_g1_i1	297	132.937	1.78882	5.01503
TRINITY_DN209_c0_g1_i2	1503	1317.41	454.211	128.496
TRINITY_DN232_c0_g1_i1	1648	1462.41	62	15.8006
TRINITY_DN246_c0_g1_i1	4545	4359.41	36	3.0777
TRINITY_DN216_c0_g1_i1	1269	1083.41	11	3.784
TRINITY_DN254_c0_g1_i1	648	463.04	0	0
TRINITY_DN290_c0_g1_i1	414	235.678	72	113.858
TRINITY_DN290_c0_g2_i1	850	664.411	105	58.8985
TRINITY_DN288_c0_g1_i1	287	124.766	5	14.9357
TRINITY_DN275_c0_g1_i1	403	225.363	4	6.61499
TRINITY_DN275_c0_g2_i1	212	68.9425	3	16.2176
TRINITY_DN214_c0_g1_i1	1514	1328.41	25	7.01389
TRINITY_DN298_c0_g1_i1	1728	1542.41	157	37.936
TRINITY_DN241_c0_g1_i2	228	80.3794	1	4.63668
TRINITY_DN247_c0_g1_i1	2526	2340.41	2212	352.245
TRINITY_DN212_c0_g1_i1	1894	1708.41	47	10.2531
TRINITY_DN212_c0_g1_i3	1996	1810.41	0	0
TRINITY_DN287_c0_g1_i1	1232	1046.41	116	41.315
TRINITY_DN356_c0_g1_i1	1615	1429.41	1673.77	436.405
TRINITY_DN356_c0_g1_i2	1692	1506.41	19.2315	4.75796
TRINITY_DN361_c0_g1_i1	787	601.477	131	81.1715
TRINITY_DN352_c0_g1_i1	782	596.477	22	13.7461
TRINITY_DN395_c0_g1_i1	492	309.685	0	0
TRINITY_DN395_c0_g2_i1	1492	1306.41	0	0
TRINITY_DN346_c0_g1_i3	2149	1963.41	8	1.51855
TRINITY_DN318_c0_g1_i1	1398	1212.41	78	23.9771
TRINITY_DN391_c0_g1_i1	539	355.339	20	20.9768
TRINITY_DN391_c0_g2_i1	681	495.75	53	39.8441
TRINITY_DN389_c0_g1_i2	843	657.477	15	8.5028
TRINITY_DN389_c0_g2_i1	252	97.675	1	3.81565
TRINITY_DN387_c0_g1_i4	1010	824.411	360.226	162.848
TRINITY_DN387_c0_g1_i2	904	718.411	24.7741	12.8522
TRINITY_DN382_c0_g1_i1	218	73.127	25	127.413
TRINITY_DN382_c0_g2_i1	410	231.941	142	228.172
TRINITY_DN339_c0_g1_i1	708	522.7	181	129.056
TRINITY_DN339_c0_g1_i2	266	108.343	0	0
TRINITY_DN339_c0_g2_i1	223	76.6858	2	9.72001
TRINITY_DN393_c0_g1_i1	1064	878.411	418.239	177.451
TRINITY_DN393_c0_g1_i2	1159	973.411	26.761	10.2461
TRINITY_DN393_c0_g2_i1	1966	1780.41	1064	222.727
TRINITY_DN317_c0_g1_i2	694	508.7	5	3.6632
TRINITY_DN347_c0_g1_i1	257	101.465	8	29.3849
TRINITY_DN330_c0_g1_i2	993	807.411	890.287	410.948
TRINITY_DN330_c0_g1_i3	300	135.18	102.713	283.181
TRINITY_DN330_c0_g2_i1	230	81.8002	0	0
TRINITY_DN307_c0_g1_i2	618	433.217	85	73.1248
TRINITY_DN370_c0_g1_i1	1873	1687.41	39.5601	8.73752
TRINITY_DN370_c0_g1_i3	1770	1584.41	168.44	39.6213
TRINITY_DN348_c0_g1_i1	724	538.7	2.49386	1.72535
TRINITY_DN348_c0_g1_i2	803	617.477	14.5061	8.75553
TRINITY_DN381_c0_g1_i4	573	388.672	0	0
TRINITY_DN381_c0_g1_i1	475	293.263	3	3.81255
TRINITY_DN381_c0_g2_i1	244	91.8961	5	20.278
TRINITY_DN303_c0_g1_i1	1100	914.411	41	16.7107
TRINITY_DN388_c0_g1_i1	436	256.06	9	13.0994
TRINITY_DN369_c0_g1_i1	1280	1094.41	13	4.42705
TRINITY_DN300_c0_g1_i1	1073	887.411	900	377.98
TRINITY_DN324_c0_g1_i1	2044	1858.41	34	6.8185
TRINITY_DN344_c0_g1_i1	683	497.75	323	241.848
TRINITY_DN310_c0_g1_i1	1499	1313.41	23	6.52648
TRINITY_DN310_c0_g2_i1	275	115.302	0	0
TRINITY_DN343_c0_g1_i1	1140	954.411	303	118.32
TRINITY_DN336_c0_g1_i1	2800	2614.41	6.19187	0.882673
TRINITY_DN336_c0_g1_i2	2727	2541.41	283.808	41.6199
TRINITY_DN376_c0_g1_i1	3261	3075.41	98	11.8761
TRINITY_DN331_c0_g1_i4	251	96.9223	0	0
TRINITY_DN331_c0_g1_i1	504	321.08	75.9459	88.1541
TRINITY_DN331_c0_g1_i2	330	160.432	1.05405	2.44863
TRINITY_DN305_c0_g1_i1	2215	2029.41	1785	327.808
TRINITY_DN345_c0_g1_i1	1976	1790.41	18	3.74689
TRINITY_DN345_c0_g2_i1	295	131.275	1	2.83904
TRINITY_DN306_c0_g1_i1	261	104.546	46	163.985
TRINITY_DN390_c0_g1_i1	228	80.3794	42	194.74
TRINITY_DN349_c0_g1_i1	604	419.473	2	1.77696
TRINITY_DN349_c0_g2_i1	324	155.261	0	0
TRINITY_DN349_c0_g2_i2	304	138.398	2	5.38581
TRINITY_DN349_c0_g3_i1	591	406.514	4	3.66721
TRINITY_DN316_c0_g1_i1	322	153.544	3	7.28184
TRINITY_DN367_c0_g1_i2	1561	1375.41	404	109.471
TRINITY_DN398_c0_g1_i1	861	675.411	0	0
TRINITY_DN398_c0_g1_i2	969	783.411	0	0
TRINITY_DN398_c0_g1_i3	734	548.592	0	0
TRINITY_DN308_c0_g1_i2	2331	2145.41	890	154.608
TRINITY_DN319_c0_g1_i2	1394	1208.41	8	2.46733
TRINITY_DN364_c0_g1_i1	290	127.185	0	0
TRINITY_DN374_c0_g1_i1	2068	1882.41	0	0
TRINITY_DN374_c0_g1_i2	2141	1955.41	44	8.38622
TRINITY_DN360_c0_g1_i2	973	787.411	806	381.492
TRINITY_DN302_c0_g1_i2	1210	1024.41	117.636	42.7974
TRINITY_DN302_c0_g1_i3	1101	915.411	636.364	259.084
TRINITY_DN329_c0_g1_i2	1510	1324.41	6.93517	1.95158
TRINITY_DN329_c0_g1_i3	1061	875.411	7.06483	3.00775
TRINITY_DN362_c0_g1_i2	282	120.822	9	27.7618
TRINITY_DN362_c0_g2_i1	291	128.028	3	8.7331
TRINITY_DN337_c0_g1_i1	212	68.9425	0	0
TRINITY_DN337_c0_g1_i2	1413	1227.41	35	10.6275
TRINITY_DN371_c0_g1_i1	1221	1035.41	3.34012	1.20227
TRINITY_DN371_c0_g1_i2	1135	949.411	1148.66	450.909
TRINITY_DN355_c0_g1_i1	409	231.012	19	30.6528
TRINITY_DN355_c0_g1_i2	325	156.161	0	0
TRINITY_DN355_c0_g2_i1	238	87.6006	5	21.2723
TRINITY_DN358_c0_g1_i2	397	219.706	0	0
TRINITY_DN341_c0_g1_i1	224	77.3803	0	0
TRINITY_DN341_c0_g2_i1	219	73.83	0	0
TRINITY_DN375_c0_g1_i1	1896	1710.41	163	35.5172
TRINITY_DN383_c0_g1_i1	1112	926.411	2	0.804596
TRINITY_DN383_c0_g1_i3	417	238.484	0	0
TRINITY_DN366_c0_g1_i2	1036	850.411	2	0.876502
TRINITY_DN304_c0_g1_i1	1734	1548.41	364	87.6126
TRINITY_DN373_c0_g1_i1	335	164.65	0	0
TRINITY_DN373_c0_g1_i2	369	194.306	3.31976	6.36754
TRINITY_DN373_c0_g1_i3	326	157.043	19.6802	46.7049
TRINITY_DN332_c0_g1_i1	2161	1975.41	8	1.50933
TRINITY_DN332_c0_g1_i2	263	106.011	0	0
TRINITY_DN372_c0_g1_i1	1463	1277.41	224	65.3535
TRINITY_DN328_c0_g1_i1	490	307.809	14	16.9511
TRINITY_DN328_c0_g2_i1	734	548.592	40	27.1745
TRINITY_DN386_c0_g1_i1	1327	1141.41	4	1.30608
TRINITY_DN377_c0_g1_i2	1680	1494.41	111	27.6824
TRINITY_DN377_c0_g1_i3	844	658.477	0	0
TRINITY_DN377_c0_g2_i1	586	401.554	48	44.5501
TRINITY_DN363_c0_g1_i1	210	67.6453	1	5.50952
TRINITY_DN363_c0_g2_i1	1408	1222.41	20	6.09768
TRINITY_DN359_c0_g1_i1	220	74.462	0	0
TRINITY_DN359_c0_g2_i1	1011	825.411	1.4126	0.637825
TRINITY_DN359_c0_g2_i3	420	241.092	0.587396	0.908028
TRINITY_DN380_c0_g1_i1	283	121.643	1	3.06383
TRINITY_DN322_c0_g1_i1	687	501.75	6.35524	4.72059
TRINITY_DN322_c0_g1_i3	779	593.537	13.6448	8.56781
TRINITY_DN399_c0_g1_i1	1046	860.411	6	2.59894
TRINITY_DN327_c0_g1_i1	325	156.161	87	207.634
TRINITY_DN340_c0_g1_i4	472	290.381	8.6879	11.1506
TRINITY_DN340_c0_g1_i1	222	75.9795	1.01556	4.98152
TRINITY_DN340_c0_g1_i3	918	732.411	597.297	303.939
TRINITY_DN368_c0_g1_i1	945	759.411	6	2.9446
TRINITY_DN301_c0_g1_i3	1323	1137.41	417	136.638
TRINITY_DN342_c0_g1_i2	864	678.411	16	8.78979
TRINITY_DN357_c0_g1_i2	1088	902.411	148.907	61.4982
TRINITY_DN357_c0_g1_i3	794	608.477	14.093	8.63196
TRINITY_DN321_c0_g1_i1	1013	827.411	65	29.2782
TRINITY_DN321_c0_g1_i2	361	187.202	0	0
TRINITY_DN326_c0_g1_i1	1069	883.411	0	0
TRINITY_DN350_c0_g1_i2	320	151.823	0.639283	1.5693
TRINITY_DN350_c0_g1_i3	1173	987.411	28.3607	10.7046
TRINITY_DN313_c0_g1_i1	268	109.784	0	0
TRINITY_DN313_c0_g1_i2	567	382.75	345	335.936
TRINITY_DN392_c0_g1_i1	1504	1318.41	136	38.445
TRINITY_DN351_c0_g1_i1	1028	842.411	957	423.389
TRINITY_DN354_c0_g1_i1	442	261.666	75	106.823
TRINITY_DN309_c0_g1_i2	2232	2046.41	676	123.113
TRINITY_DN323_c0_g1_i1	659	473.947	180	141.545
TRINITY_DN315_c0_g1_i1	229	81.1063	1.49662	6.87716
TRINITY_DN315_c0_g1_i2	228	80.3794	1.50338	6.97067
TRINITY_DN333_c0_g1_i1	1253	1067.41	11	3.84072
TRINITY_DN333_c0_g2_i1	308	141.753	3	7.88752
TRINITY_DN365_c0_g1_i1	1801	1615.41	542	125.045
TRINITY_DN379_c0_g1_i2	390	213.373	1.1864	2.07226
TRINITY_DN379_c0_g1_i3	1309	1123.41	14.8136	4.91443
TRINITY_DN379_c0_g2_i1	900	714.411	8	4.17343
TRINITY_DN353_c1_g1_i1	326	157.043	17	40.3442
TRINITY_DN353_c0_g1_i1	541	357.303	1	1.04307
TRINITY_DN384_c0_g1_i1	667	481.947	0	0
TRINITY_DN384_c0_g1_i2	941	755.411	26	12.8275
TRINITY_DN384_c0_g2_i1	523	339.583	15	16.4626
TRINITY_DN320_c0_g1_i1	1580	1394.41	301	80.4502
TRINITY_DN385_c0_g1_i2	349	176.826	6	12.6461
TRINITY_DN378_c0_g1_i3	1893	1707.41	194	42.3463
TRINITY_DN334_c0_g1_i1	337	166.351	47.8887	107.29
TRINITY_DN334_c0_g1_i2	616	431.217	459.111	396.801
TRINITY_DN312_c0_g1_i1	1912	1726.41	38	8.20335
TRINITY_DN335_c0_g1_i1	1668	1482.41	795	199.871
TRINITY_DN397_c0_g1_i1	483	300.994	34.0679	42.1831
TRINITY_DN397_c0_g1_i2	522	338.583	13.9321	15.3357
TRINITY_DN338_c0_g1_i1	1215	1029.41	260	94.1318
TRINITY_DN311_c0_g1_i1	290	127.185	8	23.4426
TRINITY_DN396_c0_g1_i1	723	537.7	0	0
TRINITY_DN394_c0_g1_i1	235	85.3648	0	0
TRINITY_DN394_c0_g1_i2	1138	952.411	136	53.2189
TRINITY_DN394_c0_g2_i1	796	610.477	56	34.1877
TRINITY_DN314_c0_g1_i1	834	648.477	4	2.29888
TRINITY_DN314_c0_g1_i3	772	586.537	0	0
TRINITY_DN506_c0_g1_i2	2660	2474.41	411	61.9044
TRINITY_DN513_c0_g1_i2	2585	2399.41	28	4.34916
TRINITY_DN551_c0_g1_i4	916	730.411	2.83514	1.44663
TRINITY_DN551_c0_g1_i1	365	190.807	0.524764	1.025
TRINITY_DN551_c0_g1_i2	1026	840.411	7.6401	3.38812
TRINITY_DN551_c0_g1_i3	229	81.1063	4	18.3805
TRINITY_DN578_c0_g1_i1	594	409.514	0	0
TRINITY_DN578_c0_g1_i2	636	451.086	1	0.826213
TRINITY_DN585_c0_g1_i1	2353	2167.41	877	150.803
TRINITY_DN543_c0_g1_i1	1242	1056.41	106	37.3959
TRINITY_DN543_c0_g2_i1	1230	1044.41	54	19.2697
TRINITY_DN561_c0_g1_i3	1030	844.411	83	36.6333
TRINITY_DN532_c0_g1_i1	222	75.9795	2.24577	11.0159
TRINITY_DN532_c0_g1_i2	220	74.462	6.75423	33.8059
TRINITY_DN532_c0_g2_i1	1452	1266.41	270	79.4586
TRINITY_DN542_c0_g1_i3	944	758.411	11858	5827.18
TRINITY_DN536_c0_g1_i1	1651	1465.41	78.9463	20.0782
TRINITY_DN536_c0_g1_i2	1544	1358.41	26.0537	7.14807
